 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
107,MASK_Result of Tc140mfr305C001H001S005:S0005000002,16,255,0,255,255,255,626.688,82.000,626.688,82.000,26.627,624,79,6,7,5.550,3.671,98.594,0.284,8.062,4080,255,NaN,100,4080,2,624,79,119.745,6.000,1.512,0.661,0.516
108,MASK_Result of Tc140mfr305C001H001S005:S0005000002,11,255,0,255,255,255,747.500,80.955,747.500,80.955,26.627,744,79,7,5,4.810,2.912,164.485,0.195,7.280,2805,255,NaN,100,2805,2,744,80,164.055,4.919,1.652,0.605,0.415
109,MASK_Result of Tc140mfr305C001H001S005:S0005000002,16,255,0,255,255,255,239.250,84.312,239.250,84.312,34.870,236,80,6,8,5.749,3.544,74.792,0.165,8.544,4080,255,NaN,100,4080,2,238,88,69.444,5.491,1.622,0.616,0.421
110,MASK_Result of Tc140mfr305C001H001S005:S0005000002,26,255,0,255,255,255,372.423,85.692,372.423,85.692,49.012,367,80,10,10,8.010,4.133,47.670,0.136,12.207,6630,255,NaN,100,6630,2,367,88,34.992,7.071,1.938,0.516,0.409
111,MASK_Result of Tc140mfr305C001H001S005:S0005000002,13,255,0,255,255,255,391.192,84.654,391.192,84.654,30.042,387,80,7,8,6.773,2.444,54.217,0.181,10.000,3315,255,NaN,100,3315,2,388,88,53.130,4.950,2.771,0.361,0.413
112,MASK_Result of Tc140mfr305C001H001S005:S0005000002,12,255,0,255,255,255,181.833,82.667,181.833,82.667,25.213,177,81,8,5,5.637,2.711,163.480,0.237,8.602,3060,255,NaN,100,3060,2,177,81,144.462,4.802,2.080,0.481,0.444
113,MASK_Result of Tc140mfr305C001H001S005:S0005000002,11,255,0,255,255,255,222.227,83.682,222.227,83.682,21.799,220,81,5,6,4.521,3.098,66.032,0.291,7.211,2805,255,NaN,100,2805,2,221,87,56.310,5.000,1.459,0.685,0.449
114,MASK_Result of Tc140mfr305C001H001S005:S0005000002,26,255,0,255,255,255,342.577,85.615,342.577,85.615,37.698,337,81,11,8,7.970,4.154,22.179,0.230,11.705,6630,255,NaN,100,6630,2,337,88,19.983,7.071,1.919,0.521,0.437
115,MASK_Result of Tc140mfr305C001H001S005:S0005000002,15,255,0,255,255,255,379.767,85.233,379.767,85.233,32.042,377,81,6,7,5.701,3.350,62.237,0.184,8.602,3825,255,NaN,100,3825,2,377,88,54.462,5.491,1.702,0.588,0.455
116,MASK_Result of Tc140mfr305C001H001S005:S0005000002,29,255,0,255,255,255,420.707,84.397,420.707,84.397,51.012,413,81,15,6,11.378,3.245,10.061,0.140,15.297,7395,255,NaN,100,7395,2,413,84,11.310,5.657,3.506,0.285,0.430
117,MASK_Result of Tc140mfr305C001H001S005:S0005000002,15,255,0,255,255,255,454.833,83.567,454.833,83.567,18.385,452,81,6,6,4.403,4.338,29.518,0.558,6.403,3825,255,NaN,100,3825,2,453,87,38.660,5.270,1.015,0.985,0.600
118,MASK_Result of Tc140mfr305C001H001S005:S0005000002,11,255,0,255,255,255,534.500,82.318,534.500,82.318,18.142,531,81,7,3,5.595,2.503,167.763,0.420,7.616,2805,255,NaN,100,2805,2,531,81,156.801,3.000,2.235,0.447,0.611
119,MASK_Result of Tc140mfr305C001H001S005:S0005000002,14,255,0,255,255,255,194.286,85.000,194.286,85.000,33.698,191,82,7,7,6.403,2.784,124.802,0.155,9.899,3570,255,NaN,100,3570,2,191,82,135.000,5.200,2.300,0.435,0.394
120,MASK_Result of Tc140mfr305C001H001S005:S0005000002,36,255,0,255,255,255,230.500,89.250,230.500,89.250,57.012,224,82,15,12,9.117,5.028,137.912,0.139,15.524,9180,255,NaN,100,9180,2,224,87,165.069,9.214,1.813,0.551,0.327
121,MASK_Result of Tc140mfr305C001H001S005:S0005000002,21,255,0,255,255,255,510.452,88.310,510.452,88.310,48.770,506,82,12,10,7.251,3.688,145.636,0.111,14.142,5355,255,NaN,100,5355,2,508,82,135.000,7.778,1.966,0.509,0.304
122,MASK_Result of Tc140mfr305C001H001S005:S0005000002,11,255,0,255,255,255,513.864,85.955,513.864,85.955,25.213,510,82,8,6,6.552,2.138,148.796,0.217,10.000,2805,255,NaN,100,2805,2,510,82,143.130,4.217,3.065,0.326,0.386
123,MASK_Result of Tc140mfr305C001H001S005:S0005000002,11,255,0,255,255,255,685.773,86.045,685.773,86.045,24.627,683,82,6,7,6.227,2.249,121.639,0.228,8.602,2805,255,NaN,100,2805,2,684,82,125.538,3.944,2.769,0.361,0.423
124,MASK_Result of Tc140mfr305C001H001S005:S0005000002,13,255,0,255,255,255,153.192,85.115,153.192,85.115,22.385,151,83,6,5,4.755,3.481,178.317,0.326,6.708,3315,255,NaN,100,3315,2,151,87,26.565,4.851,1.366,0.732,0.578
125,MASK_Result of Tc140mfr305C001H001S005:S0005000002,18,255,0,255,255,255,280.278,86.000,280.278,86.000,30.870,276,83,8,6,5.920,3.871,21.441,0.237,8.544,4590,255,NaN,100,4590,2,276,88,20.556,6.000,1.529,0.654,0.480
126,MASK_Result of Tc140mfr305C001H001S005:S0005000002,11,255,0,255,255,255,433.227,85.500,433.227,85.500,22.971,430,83,7,5,5.636,2.485,29.391,0.262,7.280,2805,255,NaN,100,2805,2,430,86,15.945,3.900,2.268,0.441,0.489
127,MASK_Result of Tc140mfr305C001H001S005:S0005000002,12,255,0,255,255,255,448.167,85.583,448.167,85.583,25.799,445,83,6,5,4.953,3.085,43.024,0.227,7.810,3060,255,NaN,100,3060,2,445,88,39.806,5.000,1.606,0.623,0.480
128,MASK_Result of Tc140mfr305C001H001S005:S0005000002,18,255,0,255,255,255,479.667,87.111,479.667,87.111,40.527,477,83,7,9,5.635,4.067,75.712,0.138,9.220,4590,255,NaN,100,4590,2,477,83,102.529,7.000,1.386,0.722,0.400
129,MASK_Result of Tc140mfr305C001H001S005:S0005000002,18,255,0,255,255,255,594.333,87.167,594.333,87.167,37.355,591,83,8,9,7.436,3.082,45.808,0.162,10.817,4590,255,NaN,100,4590,2,592,92,56.310,6.364,2.413,0.414,0.396
130,MASK_Result of Tc140mfr305C001H001S005:S0005000002,16,255,0,255,255,255,678.375,86.688,678.375,86.688,25.799,675,83,6,7,5.960,3.418,69.088,0.302,8.602,4080,255,NaN,100,4080,2,675,90,54.462,5.014,1.744,0.573,0.516
131,MASK_Result of Tc140mfr305C001H001S005:S0005000002,24,255,0,255,255,255,700.875,90.125,700.875,90.125,51.255,697,83,8,13,8.819,3.465,111.876,0.115,13.601,6120,255,NaN,100,6120,2,699,83,107.103,6.325,2.545,0.393,0.364
132,MASK_Result of Tc140mfr305C001H001S005:S0005000002,17,255,0,255,255,255,744.265,86.971,744.265,86.971,28.627,741,83,6,7,5.927,3.652,62.396,0.261,9.220,4335,255,NaN,100,4335,2,741,90,49.399,5.060,1.623,0.616,0.540
133,MASK_Result of Tc140mfr305C001H001S005:S0005000002,10,255,0,255,255,255,215.900,85.700,215.900,85.700,21.799,212,84,8,3,6.013,2.117,2.297,0.264,8.246,2550,255,NaN,100,2550,2,212,87,14.036,3.000,2.840,0.352,0.465
134,MASK_Result of Tc140mfr305C001H001S005:S0005000002,11,255,0,255,255,255,325.227,86.227,325.227,86.227,17.556,323,84,5,5,5.411,2.588,40.197,0.448,7.071,2805,255,NaN,100,2805,2,323,89,45.000,4.025,2.091,0.478,0.595
135,MASK_Result of Tc140mfr305C001H001S005:S0005000002,17,255,0,255,255,255,358.676,87.735,358.676,87.735,31.698,355,84,7,7,5.287,4.094,136.520,0.213,8.602,4335,255,NaN,100,4335,2,355,85,144.462,6.668,1.291,0.774,0.447
136,MASK_Result of Tc140mfr305C001H001S005:S0005000002,14,255,0,255,255,255,402.643,87.929,402.643,87.929,26.385,401,84,4,7,5.470,3.259,103.635,0.253,7.616,3570,255,NaN,100,3570,2,401,84,113.199,4.000,1.679,0.596,0.571
137,MASK_Result of Tc140mfr305C001H001S005:S0005000002,25,255,0,255,255,255,714.740,87.140,714.740,87.140,47.941,707,84,15,8,10.673,2.982,159.811,0.137,16.553,6375,255,NaN,100,6375,2,707,85,154.983,5.385,3.579,0.279,0.376
138,MASK_Result of Tc140mfr305C001H001S005:S0005000002,56,255,0,255,255,255,306.768,94.482,306.768,94.482,96.610,301,85,13,17,9.871,7.224,91.081,0.075,17.889,14280,255,NaN,100,14280,2,302,101,63.435,11.852,1.366,0.732,0.357
139,MASK_Result of Tc140mfr305C001H001S005:S0005000002,38,255,0,255,255,255,523.105,92.526,523.105,92.526,68.326,516,85,15,13,9.477,5.105,45.659,0.102,17.000,9690,255,NaN,100,9690,2,516,98,28.072,9.648,1.856,0.539,0.333
140,MASK_Result of Tc140mfr305C001H001S005:S0005000002,15,255,0,255,255,255,544.500,87.300,544.500,87.300,22.971,540,85,9,4,7.959,2.400,13.340,0.357,9.220,3825,255,NaN,100,3825,2,540,89,12.529,3.334,3.317,0.301,0.577
141,MASK_Result of Tc140mfr305C001H001S005:S0005000002,24,255,0,255,255,255,645.167,90.000,645.167,90.000,39.941,642,85,7,11,7.213,4.236,99.615,0.189,11.180,6120,255,NaN,100,6120,2,643,85,100.305,6.364,1.703,0.587,0.429
142,MASK_Result of Tc140mfr305C001H001S005:S0005000002,14,255,0,255,255,255,660.857,87.714,660.857,87.714,26.385,657,85,7,6,5.904,3.019,30.763,0.253,7.810,3570,255,NaN,100,3570,2,658,90,39.806,4.919,1.955,0.511,0.475
143,MASK_Result of Tc140mfr305C001H001S005:S0005000002,74,255,0,255,255,255,490.432,96.392,490.432,96.392,132.309,481,86,17,19,11.031,8.541,44.930,0.053,19.235,18870,255,NaN,100,18870,2,490,105,81.027,14.597,1.292,0.774,0.357
144,MASK_Result of Tc140mfr305C001H001S005:S0005000002,14,255,0,255,255,255,535.286,88.714,535.286,88.714,28.284,531,86,8,6,6.125,2.910,144.333,0.220,8.602,3570,255,NaN,100,3570,2,531,87,144.462,5.199,2.105,0.475,0.424
145,MASK_Result of Tc140mfr305C001H001S005:S0005000002,17,255,0,255,255,255,620.088,89.441,620.088,89.441,35.113,617,86,7,7,4.896,4.421,52.310,0.173,8.062,4335,255,NaN,100,4335,2,617,91,29.745,6.548,1.108,0.903,0.436
146,MASK_Result of Tc140mfr305C001H001S005:S0005000002,10,255,0,255,255,255,637.500,87.600,637.500,87.600,19.556,635,86,5,4,4.463,2.853,15.706,0.329,5.831,2550,255,NaN,100,2550,2,635,86,149.036,4.000,1.564,0.639,0.556
147,MASK_Result of Tc140mfr305C001H001S005:S0005000002,20,255,0,255,255,255,652.700,91.250,652.700,91.250,42.284,650,86,6,11,7.316,3.481,73.104,0.141,11.705,5100,255,NaN,100,5100,2,650,97,70.017,6.000,2.102,0.476,0.408
148,MASK_Result of Tc140mfr305C001H001S005:S0005000002,13,255,0,255,255,255,626.346,90.577,626.346,90.577,26.627,624,87,5,7,5.867,2.821,79.732,0.230,8.602,3315,255,NaN,100,3315,2,624,94,54.462,4.110,2.079,0.481,0.448
149,MASK_Result of Tc140mfr305C001H001S005:S0005000002,19,255,0,255,255,255,217.658,92.447,217.658,92.447,40.770,212,88,10,9,7.066,3.424,142.986,0.144,10.817,4845,255,NaN,100,4845,2,212,91,146.310,6.247,2.064,0.485,0.352
150,MASK_Result of Tc140mfr305C001H001S005:S0005000002,42,255,0,255,255,255,357.310,95.762,357.310,95.762,73.154,348,88,17,16,13.558,3.944,136.546,0.099,19.235,10710,255,NaN,100,10710,2,348,92,152.103,7.986,3.438,0.291,0.326
151,MASK_Result of Tc140mfr305C001H001S005:S0005000002,12,255,0,255,255,255,709.417,91.000,709.417,91.000,26.627,706,88,6,7,6.041,2.529,128.074,0.213,9.220,3060,255,NaN,100,3060,2,706,88,130.601,4.025,2.389,0.419,0.480
152,MASK_Result of Tc140mfr305C001H001S005:S0005000002,36,255,0,255,255,255,286.972,96.444,286.972,96.444,77.882,281,89,11,13,7.485,6.123,72.663,0.075,14.318,9180,255,NaN,100,9180,2,286,89,114.775,10.607,1.222,0.818,0.323
153,MASK_Result of Tc140mfr305C001H001S005:S0005000002,10,255,0,255,255,255,323.800,92.200,323.800,92.200,18.142,321,89,5,5,4.818,2.643,45.000,0.382,6.403,2550,255,NaN,100,2550,2,321,93,38.660,4.000,1.823,0.549,0.571
154,MASK_Result of Tc140mfr305C001H001S005:S0005000002,16,255,0,255,255,255,341.375,92.750,341.375,92.750,33.113,338,89,8,7,6.441,3.163,141.033,0.183,9.434,4080,255,NaN,100,4080,2,338,89,147.995,5.154,2.036,0.491,0.427
155,MASK_Result of Tc140mfr305C001H001S005:S0005000002,35,255,0,255,255,255,431.243,94.357,431.243,94.357,46.184,427,89,9,10,7.625,5.844,125.989,0.206,10.817,8925,255,NaN,100,8925,2,427,91,146.310,9.000,1.305,0.766,0.479
156,MASK_Result of Tc140mfr305C001H001S005:S0005000002,13,255,0,255,255,255,450.423,92.038,450.423,92.038,23.213,447,89,7,6,7.139,2.319,27.770,0.303,8.602,3315,255,NaN,100,3315,2,447,95,35.538,3.578,3.079,0.325,0.510
157,MASK_Result of Tc140mfr305C001H001S005:S0005000002,20,255,0,255,255,255,476.050,94.450,476.050,94.450,41.941,473,89,7,11,7.204,3.535,109.384,0.143,11.705,5100,255,NaN,100,5100,2,474,89,109.983,6.364,2.038,0.491,0.408
158,MASK_Result of Tc140mfr305C001H001S005:S0005000002,20,255,0,255,255,255,690.500,94.100,690.500,94.100,34.527,687,89,6,10,6.999,3.638,101.584,0.211,10.440,5100,255,NaN,100,5100,2,690,89,106.699,5.754,1.924,0.520,0.482
159,MASK_Result of Tc140mfr305C001H001S005:S0005000002,20,255,0,255,255,255,397.350,93.200,397.350,93.200,33.213,392,90,11,5,8.940,2.849,165.286,0.228,12.083,5100,255,NaN,100,5100,2,392,90,155.556,4.427,3.138,0.319,0.526
160,MASK_Result of Tc140mfr305C001H001S005:S0005000002,67,255,0,255,255,255,450.634,97.813,450.634,97.813,110.610,440,90,20,14,12.385,6.888,168.577,0.069,20.100,17085,255,NaN,100,17085,2,440,96,174.289,13.012,1.798,0.556,0.328
161,MASK_Result of Tc140mfr305C001H001S005:S0005000002,30,255,0,255,255,255,504.833,95.033,504.833,95.033,42.770,500,90,11,10,7.155,5.338,157.025,0.206,11.705,7650,255,NaN,100,7650,2,500,92,160.017,7.682,1.340,0.746,0.444
162,MASK_Result of Tc140mfr305C001H001S005:S0005000002,14,255,0,255,255,255,634.286,92.929,634.286,92.929,27.456,630,90,8,7,6.516,2.736,140.902,0.233,10.000,3570,255,NaN,100,3570,2,630,91,143.130,5.270,2.382,0.420,0.400
163,MASK_Result of Tc140mfr305C001H001S005:S0005000002,10,255,0,255,255,255,674.800,92.500,674.800,92.500,20.385,672,90,6,5,5.513,2.310,145.615,0.302,7.810,2550,255,NaN,100,2550,2,672,90,140.194,3.479,2.387,0.419,0.526
164,MASK_Result of Tc140mfr305C001H001S005:S0005000002,13,255,0,255,255,255,201.731,95.346,201.731,95.346,30.870,197,91,9,7,5.770,2.869,32.055,0.171,10.296,3315,255,NaN,100,3315,2,197,96,29.055,5.367,2.011,0.497,0.356
165,MASK_Result of Tc140mfr305C001H001S005:S0005000002,15,255,0,255,255,255,369.100,93.767,369.100,93.767,30.284,365,91,8,7,5.823,3.280,49.666,0.206,8.944,3825,255,NaN,100,3825,2,365,95,26.565,5.657,1.776,0.563,0.417
166,MASK_Result of Tc140mfr305C001H001S005:S0005000002,10,255,0,255,255,255,611.500,95.600,611.500,95.600,23.799,610,91,3,9,7.383,1.725,81.223,0.222,9.220,2550,255,NaN,100,2550,2,611,100,77.471,2.746,4.281,0.234,0.488
167,MASK_Result of Tc140mfr305C001H001S005:S0005000002,10,255,0,255,255,255,669.800,94.100,669.800,94.100,17.556,668,91,4,6,4.860,2.620,108.014,0.408,6.403,2550,255,NaN,100,2550,2,668,92,128.660,3.726,1.855,0.539,0.556
168,MASK_Result of Tc140mfr305C001H001S005:S0005000002,16,255,0,255,255,255,176.438,95.562,176.438,95.562,31.698,173,92,6,8,5.915,3.444,114.862,0.200,9.434,4080,255,NaN,100,4080,2,174,92,122.005,5.657,1.717,0.582,0.451
169,MASK_Result of Tc140mfr305C001H001S005:S0005000002,18,255,0,255,255,255,756.889,96.111,756.889,96.111,33.213,753,92,9,8,7.545,3.038,136.532,0.205,11.314,4590,255,NaN,100,4590,2,754,92,135.000,5.657,2.484,0.403,0.409
170,MASK_Result of Tc140mfr305C001H001S005:S0005000002,14,255,0,255,255,255,317.429,96.000,317.429,96.000,24.142,315,93,5,6,5.147,3.464,38.360,0.302,6.708,3570,255,NaN,100,3570,2,316,99,63.435,5.000,1.486,0.673,0.571
171,MASK_Result of Tc140mfr305C001H001S005:S0005000002,17,255,0,255,255,255,534.029,96.676,534.029,96.676,23.799,531,93,6,7,6.281,3.446,56.608,0.377,8.602,4335,255,NaN,100,4335,2,532,100,54.462,5.757,1.823,0.549,0.548
172,MASK_Result of Tc140mfr305C001H001S005:S0005000002,21,255,0,255,255,255,539.643,97.452,539.643,97.452,35.698,536,93,8,9,5.976,4.475,81.414,0.207,9.220,5355,255,NaN,100,5355,2,538,102,77.471,7.761,1.335,0.749,0.442
173,MASK_Result of Tc140mfr305C001H001S005:S0005000002,18,255,0,255,255,255,600.333,97.389,600.333,97.389,38.870,597,93,8,9,5.181,4.423,113.949,0.150,9.487,4590,255,NaN,100,4590,2,597,93,108.435,7.637,1.171,0.854,0.364
174,MASK_Result of Tc140mfr305C001H001S005:S0005000002,22,255,0,255,255,255,275.682,99.500,275.682,99.500,45.941,272,94,9,10,8.696,3.221,126.749,0.131,13.454,5610,255,NaN,100,5610,2,272,94,131.987,5.458,2.699,0.370,0.404
175,MASK_Result of Tc140mfr305C001H001S005:S0005000002,14,255,0,255,255,255,373.429,97.071,373.429,97.071,23.213,369,94,8,6,8.256,2.159,35.594,0.326,10.000,3570,255,NaN,100,3570,2,369,100,36.870,3.328,3.824,0.261,0.571
176,MASK_Result of Tc140mfr305C001H001S005:S0005000002,11,255,0,255,255,255,404.591,96.591,404.591,96.591,21.799,401,94,6,5,4.697,2.982,24.882,0.291,6.708,2805,255,NaN,100,2805,2,401,98,26.565,4.600,1.575,0.635,0.524
177,MASK_Result of Tc140mfr305C001H001S005:S0005000002,24,255,0,255,255,255,468.083,97.042,468.083,97.042,39.113,463,94,10,7,8.060,3.791,169.486,0.197,11.180,6120,255,NaN,100,6120,2,463,95,153.435,6.946,2.126,0.470,0.390
178,MASK_Result of Tc140mfr305C001H001S005:S0005000002,10,255,0,255,255,255,513.600,97.100,513.600,97.100,15.314,512,94,3,6,4.787,2.660,75.964,0.536,6.083,2550,255,NaN,100,2550,2,514,94,99.462,3.000,1.800,0.556,0.667
179,MASK_Result of Tc140mfr305C001H001S005:S0005000002,13,255,0,255,255,255,639.885,98.423,639.885,98.423,30.627,636,94,6,8,5.894,2.808,53.289,0.174,9.434,3315,255,NaN,100,3315,2,636,102,57.995,4.713,2.099,0.476,0.448
180,MASK_Result of Tc140mfr305C001H001S005:S0005000002,10,255,0,255,255,255,75.700,97.300,75.700,97.300,23.213,73,95,6,5,4.421,2.880,41.684,0.233,6.403,2550,255,NaN,100,2550,2,74,100,38.660,4.243,1.535,0.652,0.465
181,MASK_Result of Tc140mfr305C001H001S005:S0005000002,22,255,0,255,255,255,119.636,98.409,119.636,98.409,40.527,115,95,10,7,6.582,4.256,166.345,0.168,10.440,5610,255,NaN,100,5610,2,115,96,163.301,6.957,1.547,0.647,0.458
182,MASK_Result of Tc140mfr305C001H001S005:S0005000002,12,255,0,255,255,255,229.917,96.917,229.917,96.917,22.385,226,95,8,4,7.304,2.092,15.405,0.301,8.944,3060,255,NaN,100,3060,2,226,99,26.565,3.452,3.492,0.286,0.490
183,MASK_Result of Tc140mfr305C001H001S005:S0005000002,13,255,0,255,255,255,575.115,98.500,575.115,98.500,24.971,573,95,5,8,6.340,2.611,54.335,0.262,8.944,3315,255,NaN,100,3315,2,573,103,63.435,4.529,2.429,0.412,0.491
184,MASK_Result of Tc140mfr305C001H001S005:S0005000002,11,255,0,255,255,255,713.045,97.227,713.045,97.227,23.799,709,95,8,4,5.715,2.451,22.591,0.244,8.246,2805,255,NaN,100,2805,2,709,98,14.036,4.000,2.332,0.429,0.458
185,MASK_Result of Tc140mfr305C001H001S005:S0005000002,11,255,0,255,255,255,12.409,97.773,12.409,97.773,26.627,8,96,8,4,6.666,2.101,9.441,0.195,8.246,2805,255,NaN,100,2805,2,8,97,165.964,3.452,3.172,0.315,0.431
186,MASK_Result of Tc140mfr305C001H001S005:S0005000002,12,255,0,255,255,255,41.000,98.083,41.000,98.083,23.213,37,96,8,5,6.597,2.316,155.001,0.280,8.944,3060,255,NaN,100,3060,2,37,97,153.435,3.528,2.848,0.351,0.511
187,MASK_Result of Tc140mfr305C001H001S005:S0005000002,16,255,0,255,255,255,298.688,99.125,298.688,99.125,20.971,296,96,5,7,5.008,4.068,72.793,0.457,7.280,4080,255,NaN,100,4080,2,298,103,74.055,5.000,1.231,0.812,0.593
188,MASK_Result of Tc140mfr305C001H001S005:S0005000002,11,255,0,255,255,255,396.136,99.682,396.136,99.682,20.971,394,96,5,6,5.218,2.684,129.747,0.314,7.211,2805,255,NaN,100,2805,2,395,96,123.690,4.438,1.944,0.514,0.524
189,MASK_Result of Tc140mfr305C001H001S005:S0005000002,11,255,0,255,255,255,424.955,98.773,424.955,98.773,20.385,423,96,5,6,4.860,2.882,119.638,0.333,6.403,2805,255,NaN,100,2805,2,423,96,128.660,4.743,1.686,0.593,0.512
190,MASK_Result of Tc140mfr305C001H001S005:S0005000002,10,255,0,255,255,255,437.000,99.300,437.000,99.300,21.799,435,96,4,6,4.777,2.665,72.470,0.264,6.708,2550,255,NaN,100,2550,2,435,102,63.435,4.000,1.793,0.558,0.500
191,MASK_Result of Tc140mfr305C001H001S005:S0005000002,24,255,0,255,255,255,628.125,99.292,628.125,99.292,44.770,623,96,10,7,7.264,4.207,2.512,0.150,10.817,6120,255,NaN,100,6120,2,623,97,146.310,7.000,1.727,0.579,0.432
192,MASK_Result of Tc140mfr305C001H001S005:S0005000002,20,255,0,255,255,255,738.450,99.850,738.450,99.850,41.355,733,96,10,7,7.081,3.596,13.715,0.147,10.770,5100,255,NaN,100,5100,2,733,100,21.801,5.907,1.969,0.508,0.412
193,MASK_Result of Tc140mfr305C001H001S005:S0005000002,12,255,0,255,255,255,151.500,99.667,151.500,99.667,22.385,148,97,7,5,4.950,3.087,10.738,0.301,7.280,3060,255,NaN,100,3060,2,148,99,164.055,4.511,1.603,0.624,0.490
194,MASK_Result of Tc140mfr305C001H001S005:S0005000002,14,255,0,255,255,255,246.071,98.929,246.071,98.929,29.799,242,97,9,5,6.058,2.943,178.501,0.198,9.220,3570,255,NaN,100,3570,2,242,98,167.471,5.000,2.059,0.486,0.418
195,MASK_Result of Tc140mfr305C001H001S005:S0005000002,13,255,0,255,255,255,324.500,100.192,324.500,100.192,28.042,323,97,5,8,6.272,2.639,74.405,0.208,9.434,3315,255,NaN,100,3315,2,323,105,57.995,4.919,2.377,0.421,0.473
196,MASK_Result of Tc140mfr305C001H001S005:S0005000002,19,255,0,255,255,255,377.658,102.658,377.658,102.658,37.456,376,97,4,11,9.283,2.606,94.311,0.170,11.402,4845,255,NaN,100,4845,2,376,97,105.255,4.000,3.562,0.281,0.458
197,MASK_Result of Tc140mfr305C001H001S005:S0005000002,14,255,0,255,255,255,648.286,100.071,648.286,100.071,30.870,644,97,9,7,4.907,3.632,14.903,0.185,9.487,3570,255,NaN,100,3570,2,644,100,18.435,6.647,1.351,0.740,0.346
198,MASK_Result of Tc140mfr305C001H001S005:S0005000002,15,255,0,255,255,255,587.500,102.033,587.500,102.033,29.456,582,99,10,6,6.545,2.918,178.414,0.217,10.198,3825,255,NaN,100,3825,2,582,103,168.690,5.632,2.243,0.446,0.366
199,MASK_Result of Tc140mfr305C001H001S005:S0005000002,10,255,0,255,255,255,269.400,117.700,269.400,117.700,20.385,267,115,5,5,5.137,2.478,48.263,0.302,7.071,2550,255,NaN,100,2550,2,267,120,45.000,3.883,2.073,0.482,0.541
200,MASK_Result of Tc140mfr305C001H001S005:S0005000002,14,255,0,255,255,255,530.500,126.571,530.500,126.571,32.627,527,122,6,10,8.605,2.071,120.849,0.165,11.662,3570,255,NaN,100,3570,2,527,122,120.964,3.601,4.154,0.241,0.424
201,MASK_Result of Tc140mfr305C001H001S005:S0005000002,12,255,0,255,255,255,12.500,350.250,12.500,350.250,26.627,9,347,6,6,4.851,3.150,34.722,0.213,7.211,3060,255,NaN,100,3060,2,9,351,33.690,5.571,1.540,0.649,0.436
202,MASK_Result of Tc140mfr305C001H001S005:S0005000002,10,255,0,255,255,255,700.000,375.800,700.000,375.800,21.799,698,372,4,8,5.847,2.177,96.104,0.264,8.062,2550,255,NaN,100,2550,2,700,372,97.125,3.530,2.685,0.372,0.426
203,MASK_Result of Tc140mfr305C001H001S005:S0005000002,13,255,0,255,255,255,695.115,393.962,695.115,393.962,29.456,690,392,10,4,6.676,2.479,171.698,0.188,10.440,3315,255,NaN,100,3315,2,690,392,163.301,4.000,2.693,0.371,0.433
204,MASK_Result of Tc140mfr305C001H001S005:S0005000002,12,255,0,255,255,255,511.750,487.250,511.750,487.250,27.213,509,484,6,6,4.116,3.712,24.183,0.204,7.211,3060,255,NaN,100,3060,2,510,490,56.310,5.336,1.109,0.902,0.429
205,MASK_Result of Tc140mfr305C001H001S005:S0005000002,10,255,0,255,255,255,356.500,493.300,356.500,493.300,21.799,354,490,5,7,5.783,2.202,58.684,0.264,7.810,2550,255,NaN,100,2550,2,354,497,50.194,3.714,2.626,0.381,0.444
206,MASK_Result of Tc140mfr305C001H001S005:S0005000002,10,255,0,255,255,255,445.300,535.600,445.300,535.600,20.971,443,532,5,8,5.394,2.361,78.459,0.286,8.544,2550,255,NaN,100,2550,2,445,540,69.444,4.258,2.285,0.438,0.408
